meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X76,1.094481096,1.046815619,1.08736437,1.17336896,1.212633198,1.158885668,1.074104134,1.088171458,1.284338799,1.614979036,1.929245848,2.09143796,2.084017276,2.004098532,1.962386859,1.982504323,1.99222159,1.905853375,1.711000552,1.475634192,1.275971285,1.124381079,0.971290112,0.774350262,16.20437276,13.47345195,12.98472888,12.88441471,12.85138339,12.83000727,12.81065015,12.79164277,12.77269598,12.75375968,395.8122741,373.649123,344.2712239,337.8447397,309.6218207
X80,6.583224587,4.699531685,2.921641041,1.778138209,1.467316801,1.617408325,1.570259577,1.00816931,0.355720356,0.526356408,2.163135074,5.013350583,8.001013281,9.965028499,10.4531775,9.92904147,9.27847208,9.094890805,9.344935678,9.599793218,9.49774745,8.972427678,8.112594602,6.927463783,187.4126377,181.634371,179.7506134,179.0674483,178.7543998,178.5554502,178.3916748,178.2387429,178.0891538,177.9405952,5500.372432,5346.282163,5038.310553,5066.226313,4767.288762
X82,0.704222859,0.723925362,0.630040436,0.540417078,0.588696213,0.747111856,0.800797629,0.527949194,0.074027426,0.741320276,1.140895247,1.14252098,0.916056807,0.76299919,0.839474464,1.02734025,1.06579466,0.808807891,0.361949773,0.021479852,0.170680899,0.127597634,0.064162103,0.090107451,13.12175091,14.74732144,15.24013031,15.37741553,15.40311765,15.39379878,15.37348838,15.34972822,15.32488533,15.29970263,466.0734439,445.2301352,407.6834715,397.3157059,361.314669
X87,2.045166538,1.785475224,1.611278932,1.708831512,1.936416169,1.879153293,1.195058457,0.045621717,1.353498469,2.181644547,2.349893964,2.158642303,2.096607293,2.411442277,2.923129532,3.22158707,3.037278186,2.440256223,1.718448159,1.100210759,0.608548266,0.161976548,0.233729619,0.442603759,21.13383374,45.55001453,55.49833403,59.55175507,61.20331262,61.87623613,62.15041734,62.26213188,62.30764972,62.32619587,1862.96903,1932.507403,1870.168454,1932.507403,1870.168454
X88,0.658564135,0.595613659,0.574711936,0.608346675,0.646943437,0.605751524,0.428042898,0.137416246,-0.167222677,0.376844275,0.44936379,0.437310347,0.443539865,0.540537246,0.716580904,0.887046975,0.955571127,0.874577954,0.664424917,0.389804354,0.12251274,0.082468009,0.194402126,0.21031819,4.135442107,4.796445916,5.172569898,5.386523007,5.508158621,5.577241518,5.616408221,5.638544813,5.650986833,5.657910115,172.0605021,175.2693745,169.2767674,174.5692781,168.5992547
X91,1.048135915,1.043769473,0.967752474,0.904475234,0.956700698,1.098942258,1.132226155,0.825269751,0.13716713,0.688872819,1.273747412,1.385268679,1.113424058,0.782028654,0.673912869,0.810994331,0.973541502,0.921788108,0.607414855,0.191734791,0.118858148,0.244951897,0.25607142,0.251497367,18.40494447,22.20718997,23.61660393,24.16081646,24.39218893,24.51044451,24.58779922,24.65036496,24.7075833,24.76286813,768.5515388,829.8237751,852.6388819,932.2965808,951.8061132
X94,0.126396344,0.124068995,0.11192014,0.103319857,0.105920334,0.115030637,0.11767652,0.103417241,0.072250632,0.033296861,0.0032416,0.0327125,0.05571148,0.072918584,0.081796289,0.079052993,0.065840994,0.049168646,0.036818803,0.030277712,0.023101619,0.007287792,0.017894568,0.043305305,1.009212063,1.093788685,1.107988854,1.102661604,1.091916065,1.079667107,1.067000995,1.054219135,1.041405158,1.028582269,29.31381885,17.17431242,4.884227821,-7.080241589,-18.58792122
X102,1.785231911,1.789713702,1.70287593,1.642045169,1.716845077,1.861457818,1.824937759,1.370577437,0.516323208,0.419571727,1.037765593,1.162911359,0.964267017,0.783328474,0.826559127,1.000892051,1.0304364,0.730344708,0.178080763,0.364581005,0.683272509,0.767351765,0.757630502,0.768480894,22.94276704,23.90897082,24.23846767,24.33302921,24.34090315,24.31679068,24.28087569,24.24060575,24.19872891,24.15625913,738.3523707,699.7398094,637.9904735,618.7738357,559.6363054
X105,1.280758694,1.299914606,1.194601275,1.087624047,1.117506545,1.266794907,1.335540207,1.103601967,0.537034956,0.157488168,0.686623381,0.892931472,0.844530946,0.721786289,0.625313702,0.49656547,0.220021684,0.209691057,0.635520733,0.860134793,0.822305086,0.650198817,0.537003621,0.562425368,6.499716458,7.247051359,7.534714101,7.643972771,7.683990761,7.697135642,7.699850761,7.698517967,7.695614133,7.692100559,235.7307977,233.9890525,222.8722238,226.6135435,215.7346345
X106,0.072624205,0.094442011,0.047658343,0.008937973,1.10E-05,0.073034065,0.115786505,0.026821474,0.197358314,0.445905022,0.588816445,0.594519572,0.554412714,0.587619867,0.717080933,0.838528146,0.815235082,0.60940395,0.32488873,0.120911545,0.079260466,0.148743885,0.212305847,0.20358517,14.03074437,17.78898418,17.78898418,17.78898418,17.78898418,17.78898418,17.78898418,17.78898418,17.78898418,17.78898418,547.7002698,551.4585096,533.6695254,551.4585096,533.6695254
X107,0.551413712,0.556698875,0.493430966,0.441025573,0.473875765,0.562480733,0.577938983,0.407086915,0.069919286,0.279251398,0.475970516,0.481396165,0.401810535,0.374805009,0.433220065,0.478071549,0.384247739,0.13340214,0.156288154,0.33127093,0.335034316,0.245055771,0.184863414,0.204338578,4.971864962,6.747513273,7.483485486,7.795767146,7.93538572,8.004640343,8.045220131,8.074114301,8.098246329,8.120437681,250.6423688,275.6844417,285.8750973,315.1240927,324.0425014
X110,0.105763297,0.124342759,0.044051067,0.426990001,1.018829439,1.321579346,1.145508766,0.695712653,0.392818893,0.502939525,0.917762807,1.278938189,1.314332875,1.063613065,0.794598119,0.718558279,0.797226396,0.822100501,0.661903439,0.408676991,0.270340438,0.330461011,0.439745134,0.36785574,6.45151616,6.435454454,6.419392747,6.40333104,6.387269333,6.371207626,6.355145919,6.339084212,6.323022505,6.306960798,192.5283073,177.0930069,156.6838675,146.7203191,127.2909438
X111,0.238866814,0.23430074,0.164006436,0.112277859,0.149671629,0.23877734,0.248484566,0.074680578,0.24720731,0.553356428,0.685454749,0.625328331,0.503089386,0.470430628,0.559169519,0.658265563,0.627651992,0.436545124,0.19397845,0.047049637,0.049956506,0.129681887,0.173549614,0.143295189,7.353652853,11.46712581,11.46712581,11.46712581,11.46712581,11.46712581,11.46712581,11.46712581,11.46712581,11.46712581,351.3674272,355.4809001,344.0137743,355.4809001,344.0137743
X116,1.282695748,1.403670596,1.38168189,1.24452322,1.161879891,1.24742456,1.39689614,1.342968369,0.893980395,0.133268021,0.618252865,1.051394477,1.102323998,0.958735466,0.846057621,0.809166559,0.699472013,0.367527428,0.142514323,0.597264796,0.774993432,0.663186853,0.457792933,0.368865525,8.751177644,9.88499735,10.16981221,10.22458337,10.21702262,10.19257261,10.16354633,10.13328008,10.10267786,10.0719846,304.3256323,276.9879368,239.9375519,218.8830038,183.7069716
X120,1.255820561,1.265839389,1.20259694,1.165650198,1.231377288,1.325960318,1.242193031,0.815699878,0.105228614,0.605411544,1.009818671,1.016586034,0.809245482,0.672948147,0.744754234,0.911273246,0.936355475,0.688816435,0.257383138,0.140706867,0.352858497,0.39730276,0.396530927,0.429001674,10.50193699,23.26945334,27.46146086,28.83783874,29.28975016,29.43812797,29.48684542,29.50284101,29.5080929,29.50981728,886.529617,914.8304665,885.3198063,914.8304665,885.3198063
X123,1.072637333,1.122676701,1.128371943,1.072544068,1.009331545,1.021156315,1.117754749,1.182620972,1.039029052,0.594423115,0.06210201,0.702892743,1.115998781,1.241200193,1.176296723,1.060937782,0.95235593,0.803604246,0.549328153,0.202239293,0.137726081,0.365378543,0.45585665,0.468444767,13.58591906,14.29431184,14.45846268,14.46585502,14.42809608,14.37733216,14.32282242,14.26723376,14.21133433,14.1553454,426.8874602,374.5553243,311.2098899,268.6117816,208.6838808
X124,1.568762704,1.615353333,1.528206514,1.436906708,1.490255109,1.661681946,1.704539353,1.341370723,0.532872848,0.430977317,1.127172441,1.325322738,1.154705691,0.963382296,1.000630778,1.211476933,1.319286753,1.101157225,0.591234633,0.034087955,0.342388159,0.503089146,0.573256456,0.661321159,14.65155181,17.7146806,18.61745505,18.85277405,18.88187838,18.84727134,18.79298027,18.73260769,18.67035618,18.60752418,558.5553252,504.4708445,430.4688279,385.1647331,315.0113007
X125,1.212464002,1.041914503,0.901063717,1.010928645,1.304959577,1.400402993,0.917888837,0.125128055,1.234310683,1.790404984,1.545152091,0.820409834,0.2283908,0.163405848,0.514984649,0.834728589,0.768878224,0.345732109,0.120225147,0.365268046,0.401571892,0.428268358,0.563745782,0.707472751,11.78993488,13.55445592,13.98429718,14.07894247,14.08940552,14.07872675,14.06273836,14.04541649,14.02775973,14.01001886,427.8276312,413.9297481,384.3184712,380.3284258,351.8010626
X126,0.483587361,0.547258757,0.58435262,0.542670594,0.463506565,0.433731554,0.482386408,0.538660148,0.506180041,0.382459394,0.293897287,0.392568452,0.701169128,1.056590152,1.22022962,1.067681736,0.690771881,0.320447907,0.140524626,0.157587907,0.233402861,0.232972057,0.141600811,0.048832502,9.18992369,3.790365256,5.522014048,4.966670944,5.144770547,5.087653662,5.105971157,5.100096701,5.10198065,5.101376464,161.2428455,158.1472185,153.0456953,158.1472185,153.0456953
X130,0.303929814,0.299772681,0.301888598,0.302432035,0.30209779,0.306800879,0.318761625,0.331651574,0.334862603,0.322608455,0.298908213,0.273950118,0.256036076,0.247287652,0.24665518,0.255589151,0.278747389,0.317649743,0.363601159,0.398512845,0.405408892,0.380718661,0.33757256,0.296615293,6.928806231,7.031130986,7.089596515,7.123551395,7.143808545,7.156410743,7.164734986,7.170668501,7.175265963,7.179116773,222.6192325,225.9217511,221.2919893,231.4150268,226.6080626
X132,0.261873,0.240999828,0.223192417,0.200453797,0.178029422,0.169951444,0.184905945,0.217145166,0.251572498,0.277462327,0.296623838,0.317915699,0.344454149,0.367666229,0.375301162,0.365644031,0.35276509,0.355740892,0.380805966,0.413385803,0.428504276,0.410899921,0.366872259,0.31753861,7.950433434,8.121316256,8.256106845,8.362428257,8.446293478,8.512445491,8.564625508,8.605784563,8.638250396,8.663859106,267.7162725,271.5419832,262.7849317,271.5444311,262.7849333
X133,0.294631261,0.245723582,0.217557075,0.2035081,0.196998077,0.200327181,0.221043448,0.260134715,0.304973305,0.33543014,0.338470289,0.31793448,0.290631021,0.272839297,0.269965677,0.278015298,0.293190852,0.317959216,0.356377944,0.403644684,0.442051585,0.450024909,0.417852092,0.356119075,5.142857088,5.833799659,6.18166843,6.357440209,6.446882529,6.493019182,6.517432301,6.530948188,6.538997668,6.544305021,200.661718,205.8812857,201.5706964,210.6981534,206.2321812
X134,0.358673562,0.360628517,0.346943431,0.323857135,0.315867762,0.339053593,0.379590703,0.401385097,0.377860633,0.317831175,0.259675549,0.238256181,0.255622589,0.283097797,0.291943284,0.282196734,0.281548892,0.31588385,0.380922168,0.442989801,0.468062505,0.450713043,0.41546766,0.390886459,7.136644694,7.290607858,7.344039481,7.362582477,7.369017668,7.371250947,7.372025987,7.372294959,7.372388303,7.372420697,228.1844601,228.5455753,221.1731374,228.5455753,221.1731374
X139,0.382561621,0.334032934,0.318789075,0.324359782,0.336754104,0.348218699,0.356139463,0.358275824,0.351500573,0.335309913,0.31488794,0.298746749,0.292468579,0.295328197,0.30420117,0.321064386,0.355166581,0.414994004,0.495542152,0.573041034,0.614736315,0.598631384,0.528543735,0.432514033,8.703790714,8.707300482,8.708881656,8.709593986,8.709914895,8.710059466,8.710124597,8.710153939,8.710167157,8.710173112,270.0038939,270.0155178,261.3053398,270.0155178,261.3053398
X140,0.433004394,0.351671367,0.314382102,0.307793722,0.306799203,0.303696578,0.314135541,0.354948795,0.418696098,0.473449447,0.490243069,0.471330138,0.450036095,0.460607453,0.506615874,0.558706105,0.583950778,0.577841232,0.567149572,0.580658404,0.616785667,0.640680173,0.614736016,0.53378009,11.82000143,11.32830381,11.06508531,10.92489908,10.85096372,10.81270336,10.79365341,10.78494796,10.78181284,10.78167726,337.0554107,337.9641338,330.1402982,344.3258159,336.2967647
X142,0.459026585,0.340959703,0.269528873,0.246686189,0.261135548,0.299312116,0.347567621,0.388976777,0.404978849,0.385524825,0.33922625,0.291366847,0.267877269,0.277774761,0.30993879,0.347573047,0.38661701,0.439638654,0.520011926,0.620526222,0.707461942,0.738361636,0.690611527,0.577933695,11.364608,11.2476769,11.18237888,11.14591441,11.12555149,11.1141802,11.10783011,11.10428402,11.10230377,11.10119794,344.6934825,344.0937826,332.9939831,344.0937826,332.9939831
X143,0.173915242,0.159270801,0.151114969,0.144631532,0.141853914,0.150012092,0.173200308,0.205772071,0.234391085,0.247371136,0.242964367,0.229356251,0.217049934,0.211194765,0.21062204,0.213055092,0.219751179,0.233980756,0.254888445,0.273866288,0.278618178,0.262350257,0.22980311,0.194164313,6.949282517,6.550563156,6.378802213,6.307647348,6.281089125,6.274299692,6.276273364,6.282131543,6.289711645,6.298055041,198.2049518,205.4916819,207.0532267,222.41832,223.4338442
