meter_id,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X260,200.59471454170105,202.3046634080653,196.98831290474016,205.01457242815212,199.4104262025277
X262,244.6053963861202,226.1085540235595,202.7695337375535,191.63430185670163,170.17764055777465
X263,170.43132260199678,177.23114539647986,172.61457316143748,182.18951053947313,180.79134568288822
X266,195.28864044484567,205.79759125092187,203.53795851570362,217.2665381527661,218.41475990081977
X269,197.87453499741065,203.82548833182804,201.1210732162777,213.44396371702717,211.0174968639592
X270,322.2893992251928,316.14891300943157,297.1036641652695,299.68514979416955,282.5413391042652
X271,216.84370574595184,217.51689593851196,208.80652929307368,214.34611668095613,208.10621145381737
X275,270.44936097723837,263.0180375782454,249.85210961007155,252.3638058939123,238.76422092320706
X276,117.6345736732373,115.87594163125195,111.75396119346664,114.10984374687143,109.21229086626877
X282,238.8272148798477,212.54370227197316,183.0352305472611,176.53047570396433,173.04231333447166
X283,156.46861725865443,156.26077894382266,151.49942024667746,157.6644854003541,152.7648752091466
X286,251.80738456531643,263.26021957456044,267.09237439286034,287.86758555667,284.5608799514232
X289,178.0561528021801,184.69386456992004,185.03368970005343,197.54277330360424,197.66425660588635
X296,151.6120002629949,166.41028221319263,168.73940511451207,185.48620757049875,190.19226692839
X297,124.92704000731258,132.91602307201296,134.43760599328866,145.47637144377632,145.37475711000693
X299,163.61011316846128,166.0845538588405,161.90662927087448,169.74120317471446,167.30714942804153
X300,214.99994777693234,239.92608846951788,257.1453070995663,291.24130009995696,305.7471189013927
X302,117.60496425684109,114.30478065823179,107.31372078759915,107.90618598379902,101.2951877669425
X303,402.83868294442084,379.67766746059743,351.06919237428974,349.74861091385134,321.24667304843234
X305,267.03225029946265,275.69689048257385,272.40269889306967,285.1720575384518,284.81065758166073
X308,132.8960228587211,154.47806127587967,170.75738028295973,197.3175127971724,209.8964776344386
X312,208.4189701817334,194.29869588706217,172.79720869276758,163.52732810716887,145.62639735034574
X313,137.61132774003005,146.71560073373007,155.12873224886494,168.88829767405676,165.44286229325417
X314,100.7134473335656,121.1575331872254,136.91301891396262,162.4410540635422,176.05766726670052
X315,218.8032753958755,206.05768522473127,188.07478997020314,181.60911959428094,168.17646276301207
X320,123.87540126551733,122.69364786274632,118.44294166529592,121.31503017690976,118.88039344022246
X323,155.1724231042781,155.92616456599688,152.8342763218814,159.56422349837052,155.84990083061223
X326,81.12685317552683,68.56966626571129,55.270886054668246,45.44964194740173,32.92912198446423
X329,149.3190278782985,153.2456809245706,146.5827287391787,150.34635207654077,150.72756397173012
X330,248.83308568197637,232.5353135943282,202.4800057404602,190.07698289464668,182.08031689354604
X331,171.36459153667352,178.72953600241402,178.27160751771274,190.71611422621018,192.21252228900354
X333,148.69369472033614,156.70842540825248,156.65933808703394,168.43642248496417,171.38362140564743
X337,237.79952927892882,226.8646105561933,204.43908800880834,197.0885343008097,184.44847883914716
X341,108.95045628516802,118.51114010083388,119.94612027282518,131.223956007967,135.28721999728623
X347,169.02754062268036,166.0712363952115,158.0210185197065,159.95952264796952,153.4413806210434
X349,165.88886683085678,173.65470242604027,176.54358996928966,190.2613629812523,190.12093412384263
X350,255.52153319415604,251.56413808463978,240.4092915314681,244.7791950295206,233.42426947509728
X352,235.96295325248468,207.97442922913822,175.7438976819612,154.3661954192418,124.51367007942348
X353,165.5310150710308,165.17044670780493,160.12613072419694,166.08485140370786,160.4979955057416
X354,162.97476929114936,159.55211562189018,146.12003348216183,144.11509631225132,136.2521439179762
X357,230.25453268186484,235.88738186252024,233.21074836695968,246.7925717438411,244.21865703335123
X358,151.40926428156712,153.5410930987424,151.5219076208836,159.62785290472618,156.34750644062512
X363,229.8668013373871,220.34007836517705,204.3125347043561,201.3646262507683,186.4718427428991
X364,173.22787655254604,162.19818575224647,143.4697379054001,134.76837675851303,122.40059509168556
X367,109.2931656582785,111.1151419793816,107.58627530809488,111.99785045128353,110.17152579720624
X368,235.5408857430404,233.97355711902006,223.64529158688947,228.91798176838736,222.83908319301133
X371,224.9669889872435,237.03886469996934,242.04404143982669,262.65321103192986,265.3996043324609
X376,221.15752540474588,212.11196995203852,195.60387008936124,193.097556808452,183.56213653274594
X377,119.8587610815312,99.2586244202735,76.03927139814125,63.97392111424413,57.795606055935565
X378,209.9831306350766,213.334871519579,208.77493321690605,218.36560672896442,214.69578420375618
X379,170.19595572924965,163.91699511630716,153.63653736713866,151.65661333238154,145.21888231891572
X383,256.2650656082425,229.24012344280825,196.899559823435,176.62588665679377,149.11482850079346
X386,220.96502562233383,226.43628616141714,222.27944061491263,234.01136149523546,232.07078735652007
X389,143.19152114477862,158.16486011529713,161.14112334923104,177.53020981550299,178.5064192268805
X393,238.82474249661635,236.99976516142587,228.61236643351245,235.5355706927078,226.60871308708616
X396,123.84377776943558,130.59116804582166,130.31199582332442,140.08028794318042,142.05533457446103
X397,161.6371242059955,175.04459003190829,183.12041356531995,202.38305499552695,210.3282114393205
X398,105.73947626455792,114.43125064390718,118.83925084552531,129.7289101622872,132.4112550368198
X399,119.1908959072377,113.69147714431719,106.70169758677504,108.13183824301532,99.78235967386804
X402,232.233471283478,233.9575569527928,229.62624039761795,239.5835506786209,234.52685002948328
X403,122.02858628306507,123.2659957594382,119.82118578203546,124.54632812177739,121.80300740707334
X405,158.50736313580805,159.90167631774435,156.58550064321656,163.71192886689246,159.82470270986832
X406,273.4024934081483,263.5552831695625,244.76591665911195,244.35571591611227,226.74264918387235
X407,277.13429148606974,282.7426797354868,280.17859776688647,296.05493334881254,292.69200895881966
X408,233.8966446561941,238.26268841109686,236.63179445363076,253.1458088969435,248.7338549883484
X410,145.19112699264477,144.1582918350817,137.12579520490272,140.25709091542808,134.59478689546833
X412,38.77096816083009,37.85132079475135,36.16669915826865,37.22874161626717,34.52955237039451
X414,219.74308830261367,208.20523905731824,190.2730512864653,184.79131329663437,168.13650325803002
X419,116.52829954278917,116.38589367669718,112.35404132756695,116.06476597195218,112.12496634459137
X421,247.324601174797,236.45863411836567,218.18230988247225,218.1930427275865,207.7354235603504
X422,215.64344592239723,219.07199943698743,214.56434620944572,227.44948139921215,222.65540429569623
X423,116.03883328223053,129.112359466794,137.5509193302373,155.18285536399986,162.73730633969265
X426,216.13233246992482,222.42148191043114,219.57779996179954,232.50643737276664,229.04855311519552
X427,256.3881973925275,263.74667770908053,262.3651387646022,279.2807767319166,277.25372200128214
X431,293.93198030492965,303.3772254339186,302.05333760301596,319.07597488014227,304.4370457618363
X435,225.45209578501036,226.50719926736247,219.74995348051883,228.12447689911752,221.63330317049642
X443,115.65943690804865,131.78371970560846,139.77559348051977,158.42704788410353,169.1138299224106
X445,244.20030081696316,214.5990554251783,185.3014410408882,167.67910614903172,150.89499385574604
X446,200.38241617095855,198.34217136715404,189.51079647437862,194.043487486781,186.48213009082824
X449,227.13688727551576,223.07052143277218,215.46162069332937,221.05643587535016,210.21132762157185
X450,179.61963784355962,181.9124584383773,176.86342994933216,184.72488921930383,180.48768982840596
X455,208.86629432553335,178.4309208367321,143.73508672683903,120.99063182848958,116.23544517445632
X457,162.2333518830339,168.7870457265709,165.00324403917625,173.43779041400705,175.238023411018
X459,103.0157058040088,107.46985145576203,108.63409895634945,116.89815690209703,117.60730845242189
X460,107.3315738549923,106.04790726068966,101.81380687878523,105.38586353184282,100.67209387175622
X462,145.26115347878002,140.57283740480187,131.36126403046418,132.54102825780066,134.98735491927278
X468,155.53631226648542,154.84611714998792,150.0945644087421,157.00948266814734,148.5339163055326
X470,240.9968425292973,243.95550857553428,239.40009915275763,250.68019188925234,245.20947262766683
X472,173.94100108648163,173.9958694172818,167.61866857323943,174.3605022203617,169.18796808670987
X473,135.95339714093632,134.23084261718554,127.99149748706684,130.34048334535547,124.6533068560632
X481,180.99795349738696,184.21129270951755,178.68999842738478,184.21057078242063,175.8776982450258
